Fri Apr 17 10:35:55 PDT 2026 | LOGIN_FAILED | sender=null | recipient=SERVER | content=login failed
Fri Apr 17 12:16:30 PDT 2026 | LOGIN_SUCCESS | sender=admin | recipient=SERVER | content=login successful
Fri Apr 17 12:16:31 PDT 2026 | LOGOUT | sender=admin | recipient=SERVER | content=logout successful
Fri Apr 17 12:16:33 PDT 2026 | LOGIN_FAILED | sender=sdf | recipient=SERVER | content=login failed
Fri Apr 17 12:16:40 PDT 2026 | LOGIN_SUCCESS | sender=admin | recipient=SERVER | content=login successful
Fri Apr 17 12:18:47 PDT 2026 | LOGOUT | sender=admin | recipient=SERVER | content=logout successful
Fri Apr 17 12:19:09 PDT 2026 | LOGIN_SUCCESS | sender=admin | recipient=SERVER | content=login successful
Fri Apr 17 12:25:42 PDT 2026 | LOGIN_SUCCESS | sender=admin | recipient=SERVER | content=login successful
Fri Apr 17 12:25:43 PDT 2026 | LOGOUT | sender=admin | recipient=SERVER | content=logout successful
Fri Apr 17 12:25:49 PDT 2026 | LOGIN_SUCCESS | sender=admin | recipient=SERVER | content=login successful
Fri Apr 17 12:48:38 PDT 2026 | LOGIN_SUCCESS | sender=admin | recipient=SERVER | content=login successful
Fri Apr 17 12:49:49 PDT 2026 | LOGIN_SUCCESS | sender=admin | recipient=SERVER | content=login successful
Fri Apr 17 12:51:08 PDT 2026 | LOGIN_SUCCESS | sender=admin | recipient=SERVER | content=login successful
Fri Apr 17 12:52:00 PDT 2026 | LOGIN_SUCCESS | sender=admin | recipient=SERVER | content=login successful
Fri Apr 17 12:52:50 PDT 2026 | LOGIN_SUCCESS | sender=admin | recipient=SERVER | content=login successful
Fri Apr 17 12:53:51 PDT 2026 | LOGIN_SUCCESS | sender=admin | recipient=SERVER | content=login successful
Fri Apr 17 12:55:29 PDT 2026 | LOGIN_SUCCESS | sender=admin | recipient=SERVER | content=login successful
Fri Apr 17 12:56:33 PDT 2026 | LOGIN_SUCCESS | sender=admin | recipient=SERVER | content=login successful
Fri Apr 17 13:00:21 PDT 2026 | LOGIN_SUCCESS | sender=admin | recipient=SERVER | content=login successful
Fri Apr 17 13:01:20 PDT 2026 | LOGOUT | sender=admin | recipient=SERVER | content=logout successful
